Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population
#date+year,#country+residence,#country+origin,#affected+refugees,#affected+asylum,#affected+returned_refugees,#affected+idps,#affected+returned_idps,#affected+stateless,#affected+others,#affected+total
2015,El Salvador,Colombia,4,1,,,,,,5
2015,Finland,Colombia,2,1,,,,,,3
2015,France,Colombia,475,58,,,,,,533
2015,Germany,Colombia,61,44,,,,,,105
2015,Guatemala,Colombia,6,,,,,,,6
2015,Honduras,Colombia,1,,3,,,,,4
2015,Hungary,Colombia,1,,,,,,,1
2015,Israel,Colombia,2,,,,,,,2
2015,Italy,Colombia,506,12,,,,,,518
2015,Japan,Colombia,,2,,,,,,2
2015,Latvia,Colombia,1,,,,,,,1
2015,Mexico,Colombia,264,68,,,,,,332
2015,Netherlands,Colombia,135,4,,,,,,139
2015,New Zealand,Colombia,21,3,,,,,,24
2015,Nicaragua,Colombia,6,2,,,,,,8
2015,Norway,Colombia,11,2,,,,,,13
2015,Panama,Colombia,15593,1471,,,,,,17064
2015,Paraguay,Colombia,34,1,5,,,,,40
2015,Peru,Colombia,559,149,,,,,,708
2015,Portugal,Colombia,88,6,,,,,,94
2015,Romania,Colombia,1,,,,,,,1
2015,South Africa,Colombia,1,2,,,,,,3
2015,Spain,Colombia,240,210,,,,,,450
2015,Sweden,Colombia,31,21,,,,,,52
2015,Switzerland,Colombia,274,7,,,,,,281
2015,Trinidad and Tobago,Colombia,12,5,,,,,,17
2015,Turks and Caicos Islands,Colombia,1,,,,,,,1
2015,United Kingdom,Colombia,60,22,,,,,,82
2015,United States of America,Colombia,8043,2568,,,,,,10611
2015,Uruguay,Colombia,140,6,,,,,,146
2015,Venezuela (Bolivarian Republic of),Colombia,173673,57,1765,,,,,175495
2016,Argentina,Colombia,542,186,,,,,,728
2016,Aruba,Colombia,,1,,,,,,1
2016,Australia,Colombia,125,83,,,,,,208
2016,Austria,Colombia,2,4,,,,,,6
2016,Belgium,Colombia,33,17,,,,,,50
2016,Belize,Colombia,,1,,,,,,1
2016,Bolivia (Plurinational State of),Colombia,195,2,,,,,,197
2016,Brazil,Colombia,1288,237,,,,,,1525
2016,Canada,Colombia,8228,957,,,,,,9185
2016,Chile,Colombia,1054,2548,,,,,,3602
2016,China,Colombia,,4,,,,,,4
2016,Colombia,Colombia,,,,7410816,,,,7410816
2016,Costa Rica,Colombia,2335,467,,,,,,2802
2016,Cura?,Colombia,35,36,,,,,,71
2016,Denmark,Colombia,,3,,,,,,3
2016,Dominican Rep.,Colombia,1,10,,,,,,11
2016,Ecuador,Colombia,101161,,46,,,,,101207
2016,El Salvador,Colombia,5,,,,,,,5
2016,Finland,Colombia,1,1,,,,,,2
2016,France,Colombia,472,29,,,,,,501
2016,Germany,Colombia,65,84,,,,,,149
2016,Greece,Colombia,,1,,,,,,1
2016,Guatemala,Colombia,6,,,,,,,6
2016,Hungary,Colombia,1,,,,,,,1
2016,Israel,Colombia,2,,,,,,,2
2016,Italy,Colombia,368,68,,,,,,436
2016,Latvia,Colombia,1,,,,,,,1
2016,Mexico,Colombia,276,73,,,,,,349
2016,Netherlands,Colombia,69,23,,,,,,92
2016,New Zealand,Colombia,24,6,,,,,,30
2016,Nicaragua,Colombia,6,3,,,,,,9
2016,Norway,Colombia,15,8,,,,,,23
2016,Panama,Colombia,15614,1688,,,,,,17302
2016,Paraguay,Colombia,35,,,,,,,35
2016,Peru,Colombia,591,220,,,,,,811
2016,Portugal,Colombia,90,8,,,,,,98
2016,Romania,Colombia,1,,,,,,,1
2016,South Africa,Colombia,1,3,,,,,,4
2016,Spain,Colombia,197,755,,,,,,952
2016,Sweden,Colombia,31,90,,,,,,121
2016,Switzerland,Colombia,266,26,,,,,,292
2016,Trinidad and Tobago,Colombia,13,3,,,,,,16
2016,Turks and Caicos Islands,Colombia,1,,,,,,,1
2016,United Kingdom,Colombia,54,31,,,,,,85
2016,United States of America,Colombia,5803,4002,,,,,,9805
2016,Uruguay,Colombia,135,16,4,,,,,155
2016,Venezuela (Bolivarian Republic of),Colombia,171920,882,154,,,,,172956
2017,Argentina,Colombia,544,188,,,,,,732
2017,Aruba,Colombia,,*,,,,,,*
2017,Australia,Colombia,116,102,,,,,,218
2017,Austria,Colombia,*,15,,,,,,16
2017,Belgium,Colombia,33,80,,,,,,113
2017,Belize,Colombia,,*,,,,,,*
2017,Bolivia (Plurinational State of),Colombia,195,*,,,,,,197
2017,Brazil,Colombia,1291,1417,,,,,,2708
2017,Canada,Colombia,8049,1567,,,,,,9616
2017,Chile,Colombia,1117,4765,,,,,,5882
2017,China,Colombia,,*,,,,,,*
2017,Colombia,Colombia,,,194,7677609,,,,7677803
2017,Costa Rica,Colombia,2340,657,,,,,,2997
2017,Cura?,Colombia,45,68,,,,,,113
2017,Czech Rep.,Colombia,,*,,,,,,*
2017,Denmark,Colombia,*,11,,,,,,14
2017,Dominican Rep.,Colombia,*,14,,,,,,15
2017,Ecuador,Colombia,46616,10310,,,,,,56926
2017,El Salvador,Colombia,4,,,,,,,4
2017,Finland,Colombia,*,*,,,,,,*
2017,France,Colombia,488,128,,,,,,616
2017,Germany,Colombia,67,103,,,,,,170
2017,Guatemala,Colombia,8,,,,,,,8
2017,Honduras,Colombia,,*,,,,,,*
2017,Hungary,Colombia,*,,,,,,,*
2017,Iceland,Colombia,,*,,,,,,*
2017,Israel,Colombia,*,23,,,,,,25
2017,Italy,Colombia,353,330,,,,,,683
2017,Latvia,Colombia,*,,,,,,,*
2017,Malta,Colombia,,*,,,,,,*
2017,Mexico,Colombia,284,137,,,,,,421
2017,Mozambique,Colombia,,*,,,,,,*
2017,Netherlands,Colombia,45,14,,,,,,59
2017,New Zealand,Colombia,24,6,,,,,,30
2017,Nicaragua,Colombia,6,*,,,,,,8
2017,Norway,Colombia,17,*,,,,,,18
2017,Panama,Colombia,1660,1506,,,,,,3166
2017,Paraguay,Colombia,35,,,,,,,35
2017,Peru,Colombia,604,376,,,,,,980
2017,Portugal,Colombia,71,,,,,,,71
2017,Rep. of Korea,Colombia,,*,,,,,,*
2017,Spain,Colombia,179,2483,,,,,,2662
2017,Sweden,Colombia,30,154,,,,,,184
2017,Switzerland,Colombia,254,39,,,,,,293
2017,Trinidad and Tobago,Colombia,14,14,,,,,,28
2017,Turks and Caicos Islands,Colombia,*,,,,,,,*
2017,United Kingdom,Colombia,40,25,,,,,,65
2017,United States of America,Colombia,4264,7002,,,,,,11266
2017,Uruguay,Colombia,141,23,,,,,,164
2017,Venezuela (Bolivarian Republic of),Colombia,122677,904,,,,,,123581
2018,Aruba,Colombia,,9,,,,,,9
2018,Argentina,Colombia,547,205,,,,,,752
2018,Australia,Colombia,110,157,,,,,,267
2018,Austria,Colombia,*,*,,,,,,*
2018,Belgium,Colombia,33,170,,,,,,203
2018,Bahamas,Colombia,*,,,,,,,*
2018,Belize,Colombia,,*,,,,,,*
2018,Bolivia (Plurinational State of),Colombia,213,21,,,,,,234
2018,Brazil,Colombia,1297,1570,,,,,,2867
2018,Canada,Colombia,7356,3206,,,,,,10562
2018,Switzerland,Colombia,228,59,,,,,,287
2018,Chile,Colombia,1218,5069,,,,,,6287
2018,Colombia,Colombia,,,23897,7816472,,,,7840369
2018,Costa Rica,Colombia,2258,898,,,,,,3156
2018,Curaçao,Colombia,53,57,,,,,,110
2018,Czech Rep.,Colombia,,*,,,,,,*
2018,Germany,Colombia,66,195,,,,,,261
2018,Denmark,Colombia,*,35,,,,,,38
2018,Dominican Rep.,Colombia,,6,,,,,,6
2018,Ecuador,Colombia,50532,10029,,,,,,60561
2018,Spain,Colombia,208,10385,,,,,,10593
2018,Finland,Colombia,*,,,,,,,*
2018,France,Colombia,527,211,,,,,,738
2018,United Kingdom,Colombia,31,21,,,,,,52
2018,Greece,Colombia,,*,,,,,,*
2018,Guatemala,Colombia,8,8,,,,,,16
2018,Haiti,Colombia,*,,,,,,,*
2018,Hungary,Colombia,*,,,,,,,*
2018,Iceland,Colombia,,7,,,,,,7
2018,Israel,Colombia,*,108,,,,,,110
2018,Italy,Colombia,450,523,,,,,,973
2018,Rep. of Korea,Colombia,,5,,,,,,5
2018,Latvia,Colombia,*,,,,,,,*
2018,Mexico,Colombia,311,186,,,,,,497
2018,Malta,Colombia,,8,,,,,,8
2018,Mozambique,Colombia,,*,,,,,,*
2018,Nicaragua,Colombia,6,*,,,,,,8
2018,Netherlands,Colombia,29,36,,,,,,65
2018,Norway,Colombia,10,8,,,,,,18
2018,New Zealand,Colombia,26,7,,,,,,33
2018,Panama,Colombia,1691,1796,,,,,,3487
2018,Peru,Colombia,623,780,,,,,,1403
2018,Portugal,Colombia,58,,,,,,,58
2018,Paraguay,Colombia,35,*,,,,,,38
2018,El Salvador,Colombia,*,*,,,,,,8
2018,Suriname,Colombia,,*,,,,,,*
2018,Sweden,Colombia,32,294,,,,,,326
2018,Turks and Caicos Islands,Colombia,*,,,,,,,*
2018,Trinidad and Tobago,Colombia,15,31,,,,,,46
2018,Uruguay,Colombia,149,19,,,,,,168
2018,United States of America,Colombia,3292,9398,,,,,,12690
2018,Venezuela (Bolivarian Republic of),Colombia,67156,142,,,,,,67298
2018,South Africa,Colombia,,*,,,,,,*
